Group No,Group Name,Name,Sub Name,Repeater Call Sign,Gateway Call Sign,Frequency,Dup,Offset,Mode,TONE,Repeater Tone,RPT1USE,Position,Latitude,Longitude,UTC Offset
13,Netherlands,Eindhoven,,PI1DSE B,PI1DSE G,438.400000,DUP-,7.600000,DV,OFF,88.5Hz,YES,Approximate,51.444833,5.513333,+1:00
13,Netherlands,Huizen,,PI1DST B,PI1DST G,439.875000,DUP-,7.600000,DV,OFF,88.5Hz,YES,Approximate,52.297767,5.236367,+1:00
13,Netherlands,Huizen,,PI1DST C,PI1DST G,145.625000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,52.297767,5.236367,+1:00
13,Netherlands,Geldrop,,PI1GLP C,PI1GLP G,144.975000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.420000,5.570000,+1:00
13,Netherlands,Delft,,PI1HGL B,PI1HGL G,438.250000,DUP-,7.600000,DV,OFF,88.5Hz,YES,Approximate,52.014667,4.265667,+1:00
13,Netherlands,Alkmaar,,PI1HHW B,PI1HHW G,438.325000,DUP-,7.600000,DV,OFF,88.5Hz,YES,Approximate,52.646667,4.750667,+1:00
13,Netherlands,Nieuwegein,,PI1HNZ B,PI1HNZ G,438.250000,DUP-,7.600000,DV,OFF,88.5Hz,YES,Approximate,52.010000,5.090000,+1:00
13,Netherlands,Breda,,PI1HWB B,PI1HWB G,438.100000,DUP-,7.600000,DV,OFF,88.5Hz,YES,Approximate,51.580000,4.741333,+1:00
13,Netherlands,Nijmegen Nrd,,PI1KAN B,PI1KAN G,431.000000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,51.880700,5.842300,+1:00
13,Netherlands,Stadskanaal,,PI1KDN B,PI1KDN G,431.000000,DUP+,0.000000,DV,OFF,88.5Hz,YES,Approximate,53.000000,6.968000,+1:00
13,Netherlands,Meppel,,PI1MEP B,PI1MEP G,438.125000,DUP-,7.600000,DV,OFF,88.5Hz,YES,Approximate,52.583500,6.193833,+1:00
13,Netherlands,Nijmegen,,PI1NYM B,PI1NYM G,439.850000,DUP-,9.400000,DV,OFF,88.5Hz,YES,Approximate,51.819167,5.866167,+1:00
13,Netherlands,Amsterdam,,PI1RYS B,PI1RYS G,438.050000,DUP-,7.600000,DV,OFF,88.5Hz,YES,Approximate,52.384000,4.902000,+1:00
13,Netherlands,Almere,,PI1SHA B,PI1SHA G,438.312500,DUP-,7.600000,DV,OFF,88.5Hz,YES,Approximate,52.375200,5.270000,+1:00
13,Netherlands,IJsselstein,,PI1UTR B,PI1UTR G,438.075000,DUP-,7.600000,DV,OFF,88.5Hz,YES,Approximate,52.010000,5.053500,+1:00
13,Netherlands,IJmuiden,,PI1YMD A,PI1YMD G,145.600000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,52.461183,4.612883,+1:00
13,Netherlands,Ijmuiden,,PI1YMD B,PI1YMD G,438.300000,DUP-,7.600000,DV,OFF,88.5Hz,YES,Approximate,52.461183,4.612883,+1:00
13,Netherlands,Zeewolde,,PI1ZEE B,PI1ZEE G,438.037500,DUP-,7.600000,DV,OFF,88.5Hz,YES,Approximate,52.324000,5.547300,+1:00
14,Oceania,Upper Hutt,NZL,ZL2VH  C,ZL2VH  G,145.425000,DUP-,0.600000,DV,OFF,88.5Hz,NO,Approximate,-41.147667,175.141333,+12:00
15,UK,ALVESTON,SW,GB7AD  B,GB7AD  G,439.912500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.591600,-2.539400,0:00
15,UK,AMERSHAM,SW,GB7AU  B,GB7AU  G,439.700000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.650200,-0.616800,0:00
15,UK,WESTON-S-MARE,SW,GB7BD  B,GB7BD  G,439.450000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.400200,-2.737700,0:00
15,UK,BIRMINGHAM,MIDL,GB7BM  B,GB7BM  G,439.400000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.464500,-1.888400,0:00
15,UK,MILTON KEYNES,SW,GB7BP  B,GB7BP  G,439.450000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.997400,-0.740100,0:00
15,UK,CARDIFF,WM,GB7CD  B,GB7CD  G,439.700000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.470700,-3.167000,0:00
15,UK,LOUTH,MIDL,GB7CH  B,GB7CH  G,439.475000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,53.324900,-0.119500,0:00
15,UK,AMPTHILL,MIDL,GB7DB  B,GB7DB  G,439.662500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.036000,-0.524100,0:00
15,UK,DERBY,MIDL,GB7DC  B,GB7DC  G,439.487500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.936300,-1.436300,0:00
15,UK,ARBROATH ANGUS,SCOT,GB7DD  B,GB7DD  G,439.662500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,56.531900,-2.792800,0:00
15,UK,LARGO FIFE,SCOT,GB7DE  B,GB7DE  G,439.600000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,56.232800,-2.910600,0:00
15,UK,GLASGOW,SCOT,GB7DG  B,GB7DG  G,439.700000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,55.778600,-4.353600,0:00
15,UK,GLASGOW,SCOT,GB7DG  C,GB7DG  G,145.775000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,55.778600,-4.353600,0:00
15,UK,STRANRAER,SCOT,GB7DK  B,GB7DK  G,439.912500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,54.878500,-5.064600,0:00
15,UK,STRANRAER,SCOT,GB7DK  C,GB7DK  G,145.687500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,54.878500,-5.064600,0:00
15,UK,LYMM,NOR,GB7DV  B,GB7DV  G,439.612500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,53.382500,-2.487800,0:00
15,UK,AYRSHIRE,SCOT,GB7DW  B,GB7DW  G,439.637500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,55.668500,-4.434300,0:00
15,UK,ASHFORD,SE,GB7DX  B,GB7DX  G,439.700000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.121000,0.873900,0:00
15,UK,WELLINGBOROUGH,MIDL,GB7EN  B,GB7EN  G,439.537500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.304400,-0.716700,0:00
15,UK,FOLKESTONE,SE,GB7FK  B,GB7FK  G,439.737500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.103200,1.213800,0:00
15,UK,ABERDEEN,SCOT,GB7GD  C,GB7GD  G,145.687500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,57.153300,-2.184200,0:00
15,UK,CINDERFORD,SW,GB7GL  B,GB7GL  G,439.712500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.841100,-2.492100,0:00
15,UK,HUDDERSFIELD,NOR,GB7HD  B,GB7HD  G,439.450000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,53.664000,-1.730200,0:00
15,UK,EAST YORKSHIRE,NOR,GB7HU  B,GB7HU  G,433.075000,DUP+,1.600000,DV,OFF,88.5Hz,YES,Approximate,53.780100,-0.553700,0:00
15,UK,HUDDERSFIELD,NOR,GB7HX  B,GB7HX  G,433.225000,DUP+,1.600000,DV,OFF,88.5Hz,YES,Approximate,53.645900,-1.873500,0:00
15,UK,HERNE BAY,SE,GB7IC  B,GB7IC  G,439.450000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.361900,1.148100,0:00
15,UK,HERNE BAY,SE,GB7IC  C,GB7IC  G,145.662500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,51.361900,1.148100,0:00
15,UK,CANNOCK,MIDL,GB7IP  B,GB7IP  G,439.612500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.705500,-1.989900,0:00
15,UK,STAFFORD,MIDL,GB7IQ  B,GB7IQ  G,439.612500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.768800,-2.165600,0:00
15,UK,NORTHAMPTON,MIDL,GB7JF  B,GB7JF  G,439.637500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.172200,-0.872500,0:00
15,UK,WORTHING,SE,GB7JH  B,GB7JH  G,439.712500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,50.814100,-0.373200,0:00
15,UK,LANCASTER,NOR,GB7LF  B,GB7LF  G,439.537500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,54.032500,-2.763200,0:00
15,UK,BURY LANCS,NOR,GB7MA  C,GB7MA  G,145.600000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,53.616300,-2.254000,0:00
15,UK,ST AUSTELL,SW,GB7MC  B,GB7MC  G,439.537500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,50.381900,-4.828200,0:00
15,UK,WEST SUSSEX,SE,GB7MH  B,GB7MH  G,439.637500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.102200,-0.091000,0:00
15,UK,TRING HERTS,SW,GB7ML  C,GB7ML  G,145.637500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,51.767900,-0.689700,0:00
15,UK,WESTBOURNE,SW,GB7MM  C,GB7MM  G,145.700000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,50.724100,-1.906600,0:00
15,UK,NORWICH,SE,GB7NB  B,GB7NB  G,439.687500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.574800,1.331500,0:00
15,UK,LYNEMOUTH,NOR,GB7NE  B,GB7NE  G,439.450000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,55.204800,-1.520400,0:00
15,UK,CARRICKFERGUS,NI,GB7NI  C,GB7NI  G,145.750000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,54.763800,-5.846300,0:00
15,UK,SIDMOUTH,SW,GB7NL  B,GB7NL  G,439.462500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,50.687800,-3.218600,0:00
15,UK,MANCHESTER,NOR,GB7NM  B,GB7NM  G,439.462500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,53.542900,-2.273100,0:00
15,UK,SHERINGHAM,SE,GB7NU  B,GB7NU  G,439.537500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.940700,1.208800,0:00
15,UK,BROMLEY KENT,SE,GB7OK  C,GB7OK  G,145.712500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,51.358100,0.148700,0:00
15,UK,DURHAM,NOR,GB7PB  C,GB7PB  G,145.662500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,54.811900,-1.572600,0:00
15,UK,BARKWAY,SE,GB7PI  B,GB7PI  G,439.912500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.009700,-0.001800,0:00
15,UK,LLANTRISANT,WM,GB7RB  C,GB7RB  G,145.675000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,51.542800,-3.374900,0:00
15,UK,WHITBY,NOR,GB7RW  C,GB7RW  G,145.600000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,54.426300,-0.565600,0:00
15,UK,SHEFFIELD,NOR,GB7SF  B,GB7SF  G,439.737500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,53.419900,-1.443500,0:00
15,UK,SHEFFIELD,NOR,GB7SF  C,GB7SF  G,145.737500,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,53.419900,-1.443500,0:00
15,UK,ROTHERHAM,NOR,GB7SH  B,GB7SH  G,439.687500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,53.310000,-1.234900,0:00
15,UK,HOCKLEY,SE,GB7SS  B,GB7SS  G,439.737500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.601100,0.653100,0:00
15,UK,HUDDERSFIELD,NOR,GB7TD  B,GB7TD  G,439.162500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,53.637800,-1.655100,0:00
15,UK,NEW MARSKE,NOR,GB7TV  B,GB7TV  G,439.475000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,54.578200,-1.044200,0:00
15,UK,LUDLOW,WM,GB7VO  B,GB7VO  G,439.700000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.335200,-2.770300,0:00
15,UK,WESTON-S-MARE,SW,GB7WB  B,GB7WB  G,439.487500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.317300,-2.950600,0:00
15,UK,WARRINGTON,NOR,GB7WC  B,GB7WC  G,439.487500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,53.342800,-2.637800,0:00
15,UK,BEWDLEY,WM,GB7WF  B,GB7WF  G,439.487500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,52.377500,-2.329700,0:00
15,UK,BIRKENHEAD,NOR,GB7WP  B,GB7WP  G,439.912500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,53.384200,-3.090600,0:00
15,UK,OMAGH N.I,NI,GB7WT  B,GB7WT  G,439.600000,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,54.685500,-7.395400,0:00
15,UK,BARNSLEY,NOR,GB7YD  B,GB7YD  G,439.512500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,53.585700,-1.358100,0:00
15,UK,BARNSLEY,NOR,GB7YD  C,GB7YD  G,145.675000,DUP-,0.600000,DV,OFF,88.5Hz,YES,Approximate,53.585700,-1.358100,0:00
15,UK,DANBURY,SE,GB7ZP  B,GB7ZP  G,439.487500,DUP-,9.000000,DV,OFF,88.5Hz,YES,Approximate,51.717300,0.584100,0:00
16,USA Midwest,Dallas,TX,K5TIT  B,K5TIT  G,442.000000,DUP+,5.000000,DV,OFF,88.5Hz,NO,Approximate,32.780000,-96.803667,-6:00
17,USA Northeast,Dayton,OH,W8HEQ  B,W8HEQ  G,444.087500,DUP+,5.000000,DV,OFF,88.5Hz,NO,Approximate,39.848167,-84.099333,-5:00
17,USA Northeast,Dayton,OH,W8RTL  B,W8RTL  G,443.050000,DUP+,5.000000,DV,OFF,88.5Hz,NO,Approximate,39.595667,-83.895167,-5:00
18,USA Southeast,Tampa,FL,W4RNT  B,W4RNT  G,444.812500,DUP+,5.000000,DV,OFF,88.5Hz,NO,Approximate,28.001167,-82.431833,-5:00
18,USA Southeast,Stone Mountain,GA,WX4GPB B,WX4GPB G,440.700000,DUP+,5.000000,DV,OFF,88.5Hz,NO,Approximate,33.805167,-84.144333,-5:00
19,USA West,Kirkland (ICOM),WA,N7IH   B,N7IH   G,443.575000,DUP+,5.000000,DV,OFF,88.5Hz,NO,Approximate,47.712100,-122.156183,-8:00
20,Simplex,2m Calling,,,,145.375000,OFF,0.000000,DV,OFF,88.5Hz,YES,None,0.000000,0.000000,--:--
20,Simplex,2m Calling-UK,,,,144.612500,OFF,0.000000,DV,OFF,88.5Hz,YES,None,0.000000,0.000000,--:--
20,Simplex,70cm Calling,,,,433.450000,OFF,0.000000,DV,OFF,88.5Hz,YES,None,0.000000,0.000000,--:--
20,Simplex,70cm Calling-UK,,,,438.612500,OFF,0.000000,DV,OFF,88.5Hz,YES,None,0.000000,0.000000,--:--
21,UK(FM),ALVESTON,SW,GB3AA,,145.662500,DUP-,0.600000,FM,TONE,94.8Hz,YES,Approximate,51.591600,-2.539400,0:00
21,UK(FM),LYDNEY GLOS,SW,GB3AC,,430.975000,DUP+,7.600000,FM,TONE,94.8Hz,YES,Approximate,51.720100,-2.473600,0:00
21,UK(FM),EAST DEREHAM,SE,GB3AH,,433.275000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,52.656600,0.843200,0:00
21,UK(FM),AMERSHAM,SW,GB3AL,,145.737500,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,51.650200,-0.616800,0:00
21,UK(FM),ANGLESEY,WM,GB3AN,,433.200000,DUP+,1.600000,FM,TONE,110.9Hz,YES,Approximate,53.390600,-4.301100,0:00
21,UK(FM),CARLISLE,NOR,GB3AS,,145.600000,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,54.761600,-3.031500,0:00
21,UK(FM),AMERSHAM,SW,GB3AU,,433.175000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,51.650200,-0.616800,0:00
21,UK(FM),AYLESBURY,SW,GB3AV,,433.050000,DUP+,1.600000,FM,TONE,88.5Hz,YES,Approximate,51.814100,-0.813300,0:00
21,UK(FM),NEWBURY,SW,GB3AW,,433.250000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,51.317800,-1.403000,0:00
21,UK(FM),ALVESTON,SW,GB3AZ,,433.000000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,51.591600,-2.539400,0:00
21,UK(FM),BRECON,WM,GB3BB,,145.700000,DUP-,0.600000,FM,TONE,94.8Hz,YES,Approximate,51.967600,-3.340600,0:00
21,UK(FM),PONTYPRIDD,WM,GB3BC,,145.750000,DUP-,0.600000,FM,TONE,94.8Hz,YES,Approximate,51.611900,-3.303300,0:00
21,UK(FM),BERWICKSHIRE,SCOT,GB3BE,,430.862500,DUP+,7.600000,FM,TONE,118.8Hz,YES,Approximate,55.783100,-2.417300,0:00
21,UK(FM),BEDFORD,MIDL,GB3BF,,145.787500,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,52.151000,-0.477000,0:00
21,UK(FM),INVERNESS,SCOT,GB3BI,,145.725000,DUP-,0.600000,FM,TONE,67.0Hz,YES,Approximate,57.445000,-3.870600,0:00
21,UK(FM),BEDFORD,MIDL,GB3BL,,433.175000,DUP+,1.600000,FM,TONE,77.0Hz,YES,Approximate,52.141600,-0.442200,0:00
21,UK(FM),BIRMINGHAM,MIDL,GB3BM,,145.712500,DUP-,0.600000,FM,TONE,67.0Hz,YES,Approximate,52.464500,-1.888400,0:00
21,UK(FM),BRACKNELL,SW,GB3BN,,433.000000,DUP+,1.600000,FM,TONE,118.8Hz,YES,Approximate,51.413800,-0.796400,0:00
21,UK(FM),BRIGHTON,SE,GB3BR,,433.150000,DUP+,1.600000,FM,TONE,88.5Hz,YES,Approximate,50.830200,-0.115700,0:00
21,UK(FM),BRISTOL,SW,GB3BS,,430.850000,DUP+,7.600000,FM,TONE,118.8Hz,YES,Approximate,51.430500,-2.409100,0:00
21,UK(FM),BRECON,WM,GB3BU,,430.975000,DUP+,7.600000,FM,TONE,94.8Hz,YES,Approximate,51.944700,-3.379900,0:00
21,UK(FM),HEMELHEMPSTEAD,SE,GB3BV,,433.025000,DUP+,1.600000,FM,TONE,82.5Hz,YES,Approximate,51.725200,-0.432000,0:00
21,UK(FM),WOLVERHAMPTON,MIDL,GB3BX,,145.675000,DUP-,0.600000,FM,TONE,67.0Hz,YES,Approximate,52.630700,-2.082000,0:00
21,UK(FM),BRAINTREE,SE,GB3BZ,,430.850000,DUP+,7.600000,FM,TONE,110.9Hz,YES,Approximate,51.929400,0.530900,0:00
21,UK(FM),CARLISLE,NOR,GB3CA,,433.325000,DUP+,1.600000,FM,TONE,77.0Hz,YES,Approximate,54.816400,-2.827300,0:00
21,UK(FM),BIRMINGHAM,MIDL,GB3CB,,433.350000,DUP+,1.600000,FM,TONE,67.0Hz,YES,Approximate,52.464500,-1.888400,0:00
21,UK(FM),CHICHESTER,SE,GB3CC,,430.962500,DUP+,7.600000,FM,TONE,88.5Hz,YES,Approximate,50.841500,-0.842800,0:00
21,UK(FM),DURHAM,NOR,GB3CD,,145.687500,DUP-,0.600000,FM,TONE,118.8Hz,YES,Approximate,54.734900,-1.745300,0:00
21,UK(FM),COLCHESTER,SE,GB3CE,,433.350000,DUP+,1.600000,FM,TONE,110.9Hz,YES,Approximate,51.911200,0.898400,0:00
21,UK(FM),LEICESTERSHIRE,MIDL,GB3CF,,145.600000,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,52.762600,-1.279100,0:00
21,UK(FM),LISKEARD,SW,GB3CH,,433.050000,DUP+,1.600000,FM,TONE,77.0Hz,YES,Approximate,50.509600,-4.439300,0:00
21,UK(FM),CORBY,MIDL,GB3CI,,433.050000,DUP+,1.600000,FM,TONE,77.0Hz,YES,Approximate,52.511200,-0.682000,0:00
21,UK(FM),CHARING KENT,SE,GB3CK,,433.000000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,51.226700,0.788500,0:00
21,UK(FM),CLACTON,SE,GB3CL,,433.225000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,51.809000,1.215000,0:00
21,UK(FM),CARMARTHEN,WM,GB3CM,,433.200000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,51.923300,-4.219100,0:00
21,UK(FM),CORBY,MIDL,GB3CO,,145.662500,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,52.511200,-0.682000,0:00
21,UK(FM),MOLD,WM,GB3CR,,433.150000,DUP+,1.600000,FM,TONE,110.9Hz,YES,Approximate,53.105500,-3.052800,0:00
21,UK(FM),KILSYTH,SCOT,GB3CS,,145.750000,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,55.997500,-4.037500,0:00
21,UK(FM),COVENTRY,MIDL,GB3CV,,433.225000,DUP+,1.600000,FM,TONE,67.0Hz,YES,Approximate,52.431400,-1.445900,0:00
21,UK(FM),MID WALES,WM,GB3CW,,433.100000,DUP+,1.600000,FM,TONE,103.5Hz,YES,Approximate,52.477300,-3.399600,0:00
21,UK(FM),YORK,NOR,GB3CY,,433.325000,DUP+,1.600000,FM,TONE,88.5Hz,YES,Approximate,53.932900,-1.110500,0:00
21,UK(FM),DERBY,MIDL,GB3DC,,145.687500,DUP-,0.600000,FM,TONE,71.9Hz,YES,Approximate,52.935400,-1.436100,0:00
21,UK(FM),DUNDEE,SCOT,GB3DD,,433.250000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,56.504700,-2.965800,0:00
21,UK(FM),IPSWICH,SE,GB3DE,,433.175000,DUP+,1.600000,FM,TONE,110.9Hz,YES,Approximate,52.237200,1.101100,0:00
21,UK(FM),SW SCOTLAND,SCOT,GB3DG,,145.775000,DUP-,0.600000,FM,TONE,103.5Hz,YES,Approximate,54.893600,-4.302800,0:00
21,UK(FM),DIDCOT OXON.,SW,GB3DI,,433.150000,DUP+,1.600000,FM,TONE,118.8Hz,YES,Approximate,51.581700,-1.317300,0:00
21,UK(FM),DUMBARTON,SCOT,GB3DM,,430.925000,DUP+,7.600000,FM,TONE,103.5Hz,YES,Approximate,55.952000,-4.524000,0:00
21,UK(FM),NORTH DEVON,SW,GB3DN,,145.637500,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,50.924600,-4.259100,0:00
21,UK(FM),POLPERRO,SW,GB3DQ,,430.975000,DUP+,7.600000,FM,TONE,77.0Hz,YES,Approximate,50.338800,-4.511800,0:00
21,UK(FM),DORCHESTER,SW,GB3DR,,145.737500,DUP-,0.600000,FM,TONE,71.9Hz,YES,Approximate,50.671100,-2.457200,0:00
21,UK(FM),WORKSOP,MIDL,GB3DS,,433.325000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,53.302500,-1.126600,0:00
21,UK(FM),DORSET,SW,GB3DT,,433.000000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,50.870500,-2.120700,0:00
21,UK(FM),MALTBY,NOR,GB3DV,,433.025000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,53.424800,-1.191800,0:00
21,UK(FM),LONDONDERRY,NI,GB3DX,,433.300000,DUP+,1.600000,FM,TONE,110.9Hz,YES,Approximate,55.010100,-7.364300,0:00
21,UK(FM),WIRKSWORTH,MIDL,GB3DY,,433.250000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,53.060800,-1.546300,0:00
21,UK(FM),WICKHAMBROOK,SE,GB3EA,,145.687500,DUP-,0.600000,FM,TONE,110.9Hz,YES,Approximate,52.190700,0.547200,0:00
21,UK(FM),EDINBURGH,SCOT,GB3ED,,433.350000,DUP+,1.600000,FM,TONE,94.8Hz,YES,Approximate,55.933300,-3.214800,0:00
21,UK(FM),CHESTERFIELD,MIDL,GB3EE,,433.300000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,53.194500,-1.489500,0:00
21,UK(FM),EDGE HILL,SW,GB3EH,,433.200000,DUP+,1.600000,FM,TONE,67.0Hz,YES,Approximate,52.108500,-1.474300,0:00
21,UK(FM),MARGATE,SE,GB3EK,,430.887500,DUP+,7.600000,FM,TONE,103.5Hz,YES,Approximate,51.381300,1.404500,0:00
21,UK(FM),E LONDON,SE,GB3EL,,145.600000,DUP-,0.600000,FM,TONE,82.5Hz,YES,Approximate,51.532700,0.040100,0:00
21,UK(FM),WALTHAM,MIDL,GB3EM,,433.025000,DUP+,1.600000,FM,TONE,77.0Hz,YES,Approximate,52.812500,-0.810800,0:00
21,UK(FM),CHELMSFORD,SE,GB3ER,,433.075000,DUP+,1.600000,FM,TONE,110.9Hz,YES,Approximate,51.715700,0.574400,0:00
21,UK(FM),BASINGSTOKE,SW,GB3ET,,433.325000,DUP+,1.600000,FM,TONE,71.9Hz,YES,Approximate,51.291800,-1.163100,0:00
21,UK(FM),EXETER,SW,GB3EW,,145.612500,DUP-,0.600000,FM,TONE,77.0Hz,YES,Approximate,50.738700,-3.522500,0:00
21,UK(FM),SUFFOLK,SE,GB3EZ,,430.975000,DUP+,7.600000,FM,TONE,110.9Hz,YES,Approximate,52.190700,0.547200,0:00
