Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL
319,VK4RBA 7 Sunnybank,439.9500,-,5.000,TSQL,123,123,023,NN,FM,5.00,S,VK4RBA 7 Sunnybank,,VK4RBA 7,
320,VK4RBQ 7 Mt Coot-Tha,439.3000,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RBQ 7 Mt Coot-Tha,,VK4RBQ 7,
321,VK4RBR 7 Mt Gravatt,438.2750,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RBR 7 Mt Gravatt,,VK4RBR 7,
322,VK4RBS 7 Alexandra Hills,439.7250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RBS 7 Alexandra Hills,,VK4RBS 7,
323,VK4RBX 7 The Knobby,438.4250,-,5.000,TSQL,123,123,023,NN,FM,5.00,S,VK4RBX 7 The Knobby,,VK4RBX 7,
324,VK4RGC 7 Springbrook,438.6000,-,5.000,TSQL,123,123,023,NN,FM,5.00,S,VK4RGC 7 Springbrook,,VK4RGC 7,
325,VK4RLB 7 Woodridge,438.7500,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RLB 7 Woodridge,,VK4RLB 7,
326,VK4RLW 7 Spring Mtn,438.5000,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RLW 7 Spring Mtn,,VK4RLW 7,
327,VK4RSM 7 Spring Mtn,439.3000,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RSM 7 Spring Mtn,,VK4RSM 7,
328,VK4RWM 7 North Ipswich,438.3750,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RWM 7 North Ipswich,,VK4RWM 7,
329,VK4RWMA7 North Ipswich,439.9250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RWMA7 North Ipswich,,VK4RWMA7,
330,VK4RZA 7 Springbrook,438.1000,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RZA 7 Springbrook,,VK4RZA 7,
331,VK4RZB 7 Mt Coot-tha,438.2000,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RZB 7 Mt Coot-tha,,VK4RZB 7,
332,VK4RAS B Carborough Range,439.9500,-,5.000,,88.5,88.5,023,NN,DV,5.00,S,VK4RAS B Carborough Range,CQCQCQ,VK4RAS B,VK4RAS G
333,VK4RBD C Blackdown Tableland,146.6375,-,0.600,,88.5,88.5,023,NN,DV,5.00,S,VK4RBD C Blackdown Tableland,CQCQCQ,VK4RBD C,VK4RBD G
334,VK4RBY B Black Mtn,438.4500,-,5.000,,88.5,88.5,023,NN,DV,5.00,S,VK4RBY B Black Mtn,CQCQCQ,VK4RBY B,VK4RBY G
335,VK4RBY C Black Mtn,146.6500,-,0.600,,88.5,88.5,023,NN,DV,5.00,S,VK4RBY C Black Mtn,CQCQCQ,VK4RBY C,VK4RBY G
336,VK4RCN B Manoora,438.3250,-,5.400,,88.5,88.5,023,NN,DV,5.00,S,VK4RCN B Manoora,CQCQCQ,VK4RCN B,VK4RCN G
337,VK4RCN C Manoora,147.3000,+,0.600,,88.5,88.5,023,NN,DV,5.00,S,VK4RCN C Manoora,CQCQCQ,VK4RCN C,VK4RCN G
338,VK4RDS B Wilkes Knob,438.5500,-,5.200,,88.5,88.5,023,NN,DV,5.00,S,VK4RDS B Wilkes Knob,CQCQCQ,VK4RDS B,VK4RDS G
339,VK4RDS C Wilkes Knob,146.7375,-,0.600,,88.5,88.5,023,NN,DV,5.00,S,VK4RDS C Wilkes Knob,CQCQCQ,VK4RDS C,VK4RDS G
340,VK4RSA B Sarina,438.2750,-,5.400,,88.5,88.5,023,NN,DV,5.00,S,VK4RSA B Sarina,CQCQCQ,VK4RSA B,VK4RSA G
341,VK4RUS B Sarina,438.4500,-,5.000,,88.5,88.5,023,NN,DV,5.00,S,VK4RUS B Sarina,CQCQCQ,VK4RUS B,VK4RUS G
342,VK4RAR 2 Mt Archer,146.7000,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RAR 2 Mt Archer,,VK4RAR 2,
343,VK4RAS 2 Carborough Range,146.8750,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RAS 2 Carborough Range,,VK4RAS 2,
344,VK4RAT 2 Mt Stuart,146.7000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RAT 2 Mt Stuart,,VK4RAT 2,
345,VK4RBD 2 Blackdown Tableland,146.9500,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RBD 2 Blackdown Tableland,,VK4RBD 2,
346,VK4RBG 2 The Hummock,147.8000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RBG 2 The Hummock,,VK4RBG 2,
347,VK4RBM 2 Blue Mtn,146.7750,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RBM 2 Blue Mtn,,VK4RBM 2,
348,VK4RBP 2 Butchers Creek,147.1000,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RBP 2 Butchers Creek,,VK4RBP 2,
349,VK4RBU 2 MtGoon,146.8000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RBU 2 MtGoon,,VK4RBU 2,
350,VK4RCA 2 Mt Haren,146.9500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RCA 2 Mt Haren,,VK4RCA 2,
351,VK4RCC 2 Caboolture,146.6250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RCC 2 Caboolture,,VK4RCC 2,
352,VK4RCM 2 GymSth,146.7250,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RCM 2 GymSth,,VK4RCM 2,
353,VK4RCQ 2 Banana Range,147.0000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RCQ 2 Banana Range,,VK4RCQ 2,
354,VK4RCR 2 Braeside,146.8250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RCR 2 Braeside,,VK4RCR 2,
355,VK4RDD 2 O'Rourke's House,146.7500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RDD 2 O'Rourke's House,,VK4RDD 2,
356,VK4RED 2 Dalby,147.2500,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RED 2 Dalby,,VK4RED 2,
357,VK4REG 2 Mt Mowbullan,146.9500,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4REG 2 Mt Mowbullan,,VK4REG 2,
358,VK4REP 2 Middlemount,147.0750,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4REP 2 Middlemount,,VK4REP 2,
359,VK4RET 2 Mt Kiangarow,146.6750,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RET 2 Mt Kiangarow,,VK4RET 2,
360,VK4RGA 2 Kroombit Tops,146.9000,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RGA 2 Kroombit Tops,,VK4RGA 2,
361,VK4RGAA2 Kroombit Tops,147.3750,+,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RGAA2 Kroombit Tops,,VK4RGAA2,
362,VK4RGN 2 GymNth,146.7750,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RGN 2 GymNth,,VK4RGN 2,
363,VK4RGT 2 Maurice Hill,146.6250,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RGT 2 Maurice Hill,,VK4RGT 2,
364,VK4RHB 2 Booral,146.6500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RHB 2 Booral,,VK4RHB 2,
365,VK4RHR 2 Hodgson Range,146.9250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RHR 2 Hodgson Range,,VK4RHR 2,
366,VK4RHT 2 Hann Tableland,146.6750,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RHT 2 Hann Tableland,,VK4RHT 2,
367,VK4RKC 2 Oceanview,145.6250,+,0.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RKC 2 Oceanview,,VK4RKC 2,
368,VK4RKCA2 Oceanview,147.9000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RKCA2 Oceanview,,VK4RKCA2,
369,VK4RMI 2 Four Mile Hill,146.7000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RMI 2 Four Mile Hill,,VK4RMI 2,
370,VK4RMK 2 Mt Blackwood,147.0000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RMK 2 Mt Blackwood,,VK4RMK 2,
371,VK4RMM 2 Stanthorpe,147.1250,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RMM 2 Stanthorpe,,VK4RMM 2,
372,VK4RMP 2 Midge Point,146.8000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RMP 2 Midge Point,,VK4RMP 2,
373,VK4RNL 2 Doonan,147.2750,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RNL 2 Doonan,,VK4RNL 2,
374,VK4ROM 2 Grafton Range,146.6500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4ROM 2 Grafton Range,,VK4ROM 2,
375,VK4RPU 2 Mt Perry,146.7500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RPU 2 Mt Perry,,VK4RPU 2,
376,VK4RRC 2 Wamuran,146.9250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RRC 2 Wamuran,,VK4RRC 2,
377,VK4RRR 2 Mt Seaview,146.9750,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RRR 2 Mt Seaview,,VK4RRR 2,
378,VK4RSA 2 Sarina,146.6750,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RSA 2 Sarina,,VK4RSA 2,
379,VK4RSC 2 Wilkes Knob,146.8500,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RSC 2 Wilkes Knob,,VK4RSC 2,
380,VK4RSL 2 Noosa Heads,146.8250,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RSL 2 Noosa Heads,,VK4RSL 2,
381,VK4RSP 2 Roddas Lookout,146.8250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK4RSP 2 Roddas Lookout,,VK4RSP 2,
382,VK4RAR 7 Mt Archer,438.2250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RAR 7 Mt Archer,,VK4RAR 7,
383,VK4RAT 7 Mt Stuart,438.2250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RAT 7 Mt Stuart,,VK4RAT 7,
384,VK4RBK 7 Tolga,439.9000,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RBK 7 Tolga,,VK4RBK 7,
385,VK4RBM 7 Blue Mtn,439.3000,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RBM 7 Blue Mtn,,VK4RBM 7,
386,VK4RBP 7 Butchers Creek,439.7750,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RBP 7 Butchers Creek,,VK4RBP 7,
387,VK4RBPA7 Butchers Creek,439.9250,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RBPA7 Butchers Creek,,VK4RBPA7,
388,VK4RBU 7 MtGoon,438.7750,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RBU 7 MtGoon,,VK4RBU 7,
389,VK4RBW 7 BundaN,439.7750,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RBW 7 BundaN,,VK4RBW 7,
390,VK4RCA 7 Cairns,439.8500,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RCA 7 Cairns,,VK4RCA 7,
391,VK4RCQ 7 Banana Range,439.8750,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RCQ 7 Banana Range,,VK4RCQ 7,
392,VK4RDD 7 O'Rourke's House,439.2750,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RDD 7 O'Rourke's House,,VK4RDD 7,
393,VK4REG 7 Mt Mowbullan,438.6500,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4REG 7 Mt Mowbullan,,VK4REG 7,
394,VK4RET 7 Mt Kiangarow,438.7000,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RET 7 Mt Kiangarow,,VK4RET 7,
395,VK4RGL 7 Lady Larcom,439.8000,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RGL 7 Lady Larcom,,VK4RGL 7,
396,VK4RGT 7 Maurice Hill,438.0500,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RGT 7 Maurice Hill,,VK4RGT 7,
397,VK4RGY 7 Gympie,439.9500,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RGY 7 Gympie,,VK4RGY 7,
398,VK4RHR 7 Hodgson Range,438.5000,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RHR 7 Hodgson Range,,VK4RHR 7,
399,VK4RNL 7 Doonan,439.3750,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RNL 7 Doonan,,VK4RNL 7,
400,VK4RPH 7 Mt Haren,438.2250,-,5.400,TSQL,123,123,023,NN,FM,5.00,S,VK4RPH 7 Mt Haren,,VK4RPH 7,
401,VK4RPU 7 Mt Perry,438.7500,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RPU 7 Mt Perry,,VK4RPU 7,
402,VK4RRC 7 Wamuran,438.3250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RRC 7 Wamuran,,VK4RRC 7,
403,VK4RSA 7 Sarina,439.6250,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RSA 7 Sarina,,VK4RSA 7,
404,VK4RSC 7 Wilkes Knob,438.0750,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RSC 7 Wilkes Knob,,VK4RSC 7,
405,VK4RSL 7 Noosa Heads,438.1750,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RSL 7 Noosa Heads,,VK4RSL 7,
406,VK4RSS 7 Ocean View,438.5750,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RSS 7 Ocean View,,VK4RSS 7,
407,VK4RTQ 7 Mt Kynoch,438.0250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RTQ 7 Mt Kynoch,,VK4RTQ 7,
408,VK4RWS 7 Nebo,438.6750,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RWS 7 Nebo,,VK4RWS 7,
409,VK4RXZ 7 Maleny,439.9000,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK4RXZ 7 Maleny,,VK4RXZ 7,
410,VK4RZC 7 Wilkes Knob,438.1250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RZC 7 Wilkes Knob,,VK4RZC 7,
411,VK4RZD 7 Mt Perseverance,438.0500,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK4RZD 7 Mt Perseverance,,VK4RZD 7,
412,VK5REX B Winter Hill,438.2250,-,5.400,,88.5,88.5,023,NN,DV,5.00,S,VK5REX B Winter Hill,CQCQCQ,VK5REX B,VK5REX G
413,VK5REX C Winter Hill,146.9625,-,0.600,,88.5,88.5,023,NN,DV,5.00,S,VK5REX C Winter Hill,CQCQCQ,VK5REX C,VK5REX G
414,VK5RMK B Renmark,438.0750,-,5.400,,88.5,88.5,023,NN,DV,5.00,S,VK5RMK B Renmark,CQCQCQ,VK5RMK B,VK5RMK G
415,VK5RWN B Banksia Park,438.4000,-,5.400,,88.5,88.5,023,NN,DV,5.00,S,VK5RWN B Banksia Park,CQCQCQ,VK5RWN B,VK5RWN G
416,VK5RWN C Banksia Park,146.9375,-,0.600,,88.5,88.5,023,NN,DV,5.00,S,VK5RWN C Banksia Park,CQCQCQ,VK5RWN C,VK5RWN G
417,VK8RAD B Palmerston,438.7500,-,5.000,,88.5,88.5,023,NN,DV,5.00,S,VK8RAD B Palmerston,CQCQCQ,VK8RAD B,VK8RAD G
418,VK8RAD C Palmerston,146.7000,-,0.600,,88.5,88.5,023,NN,DV,5.00,S,VK8RAD C Palmerston,CQCQCQ,VK8RAD C,VK8RAD G
419,VK5RAC 2 Pillaworta Hill,146.7500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RAC 2 Pillaworta Hill,,VK5RAC 2,
420,VK5RAD 2 Crafers,147.0000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RAD 2 Crafers,,VK5RAD 2,
421,VK5RAE 2 Mt Arden,146.9750,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RAE 2 Mt Arden,,VK5RAE 2,
422,VK5RAH 2 Lobethal,146.7750,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RAH 2 Lobethal,,VK5RAH 2,
423,VK5RBK 2 Mt Barker,146.7250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RBK 2 Mt Barker,,VK5RBK 2,
424,VK5RBP 2 portable,147.2000,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RBP 2 portable,,VK5RBP 2,
425,VK5RBT 2 Willalooka,147.3500,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RBT 2 Willalooka,,VK5RBT 2,
426,VK5RBV 2 Mt Kitchener,146.8250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RBV 2 Mt Kitchener,,VK5RBV 2,
427,VK5REP 2 Coolanie,146.8000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5REP 2 Coolanie,,VK5REP 2,
428,VK5RHO 2 Anstey Hill,146.8500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RHO 2 Anstey Hill,,VK5RHO 2,
429,VK5RKN 2 Kingst,147.3750,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RKN 2 Kingst,,VK5RKN 2,
430,VK5RLD 2 Moorook,147.3250,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RLD 2 Moorook,,VK5RLD 2,
431,VK5RLH 2 Bumbunga Hill,146.9250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RLH 2 Bumbunga Hill,,VK5RLH 2,
432,VK5RLZ 2 Elizabeth,146.6250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RLZ 2 Elizabeth,,VK5RLZ 2,
433,VK5RMB 2 Mt Beevor,146.8750,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RMB 2 Mt Beevor,,VK5RMB 2,
434,VK5RMG 2 MtgVHF,146.9000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RMG 2 MtgVHF,,VK5RMG 2,
435,VK5RMN 2 The Bluff,146.7000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RMN 2 The Bluff,,VK5RMN 2,
436,VK5RNC 2 Ncte,146.6500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RNC 2 Ncte,,VK5RNC 2,
437,VK5RSC 2 Mt Terrible,29.6200,+,118.055,TSQL,141.3,141.3,023,NN,FM,5.00,S,VK5RSC 2 Mt Terrible,,VK5RSC 2,
438,VK5RSE 2 MtGrah,146.8000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RSE 2 MtGrah,,VK5RSE 2,
439,VK5RSV 2 Willunga Hill,146.6750,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RSV 2 Willunga Hill,,VK5RSV 2,
440,VK5RWI 2 portable,147.3000,+,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK5RWI 2 portable,,VK5RWI 2,
441,VK8RCA 2 ASpr2,146.9500,-,0.600,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK8RCA 2 ASpr2,,VK8RCA 2,
442,VK8RDA 2 Darwin,146.9000,-,0.600,TSQL,123,123,023,NN,FM,5.00,S,VK8RDA 2 Darwin,,VK8RDA 2,
443,VK8RPD 2 Moil,146.9500,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK8RPD 2 Moil,,VK8RPD 2,
444,VK8RTE 2 Larrakeyah,147.0000,-,0.600,TSQL,123,123,023,NN,FM,5.00,S,VK8RTE 2 Larrakeyah,,VK8RTE 2,
445,VK8RWI 2 Marrara,146.8000,-,0.600,TSQL,123,123,023,NN,FM,5.00,S,VK8RWI 2 Marrara,,VK8RWI 2,
446,VK5RAC 7 Pillaworta Hill,439.8500,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK5RAC 7 Pillaworta Hill,,VK5RAC 7,
447,VK5RAD 7 Crafers,439.9250,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK5RAD 7 Crafers,,VK5RAD 7,
448,VK5RBP 7 portable,438.2000,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK5RBP 7 portable,,VK5RBP 7,
449,VK5RBV 7 Mt Kitchener,439.8000,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK5RBV 7 Mt Kitchener,,VK5RBV 7,
450,VK5RCT 7 Moonta,438.3250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK5RCT 7 Moonta,,VK5RCT 7,
451,VK5RHO 7 Anstey Hill,439.8750,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK5RHO 7 Anstey Hill,,VK5RHO 7,
452,VK5RLZ 7 Elizabeth,439.9750,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK5RLZ 7 Elizabeth,,VK5RLZ 7,
453,VK5ROC 7 Lower Light,439.9500,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK5ROC 7 Lower Light,,VK5ROC 7,
454,VK5ROH 7 MtgUHF,439.8250,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK5ROH 7 MtgUHF,,VK5ROH 7,
455,VK5RSA 7 AdlCty,438.0250,-,5.000,,88.5,88.5,023,NN,FM,5.00,S,VK5RSA 7 AdlCty,,VK5RSA 7,
456,VK5RSB 7 Sumtwn,439.9000,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK5RSB 7 Sumtwn,,VK5RSB 7,
457,VK5RSC 7 Mt Terrible,439.8250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK5RSC 7 Mt Terrible,,VK5RSC 7,
458,VK5RVH 7 VictrH,438.5250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK5RVH 7 VictrH,,VK5RVH 7,
459,VK8RDA 7 Darwin,438.2750,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK8RDA 7 Darwin,,VK8RDA 7,
460,VK8RIT 7 ASpr70,438.5250,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK8RIT 7 ASpr70,,VK8RIT 7,
461,VK8RWI 7 Marrara,439.9750,-,5.000,TSQL,91.5,91.5,023,NN,FM,5.00,S,VK8RWI 7 Marrara,,VK8RWI 7,
462,VK6RAV B Hoddy Well,438.9250,-,5.000,,88.5,88.5,023,NN,DV,5.00,S,VK6RAV B Hoddy Well,CQCQCQ,VK6RAV B,VK6RAV G
463,VK6RLX B Gosnells,438.1500,-,5.400,,88.5,88.5,023,NN,DV,5.00,S,VK6RLX B Gosnells,CQCQCQ,VK6RLX B,VK6RLX G
464,VK6RLX C Gosnells,146.8625,-,1.600,,88.5,88.5,023,NN,DV,5.00,S,VK6RLX C Gosnells,CQCQCQ,VK6RLX C,VK6RLX G
465,VK6ROX B East Fremantle,438.1250,-,5.400,,88.5,88.5,023,NN,DV,5.00,S,VK6ROX B East Fremantle,CQCQCQ,VK6ROX B,VK6ROX G
466,VK6RWN B Roleystone,438.1750,-,5.400,,88.5,88.5,023,NN,DV,5.00,S,VK6RWN B Roleystone,CQCQCQ,VK6RWN B,VK6RWN G
467,VK6RWN C Roleystone,146.8375,-,0.600,,88.5,88.5,023,NN,DV,5.00,S,VK6RWN C Roleystone,CQCQCQ,VK6RWN C,VK6RWN G
468,VK6RAA 2 MtBark,146.8250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RAA 2 MtBark,,VK6RAA 2,
469,VK6RAK 2 Kal,147.0000,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RAK 2 Kal,,VK6RAK 2,
470,VK6RAL 2 Albany,146.7250,-,0.600,,88.5,88.5,023,NN,FM,5.00,S,VK6RAL 2 Albany,,VK6RAL 2,
